task,order_A,order_B,video,video_path,split,fill_in,shown_to_annotator
3_pair_adjudication,,,37568_2 = 38112_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37568_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,47814_1 = 50825_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47814_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,37292_4 = 38108_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37292_4.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37262_2 = 38099_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37262_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,46895_1 = 50838_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46895_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,33921_1 = 33072_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33921_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,38092_1 = 37998_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38092_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,33576_2 = 33961_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33576_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),posture_fault vs good_form
3_pair_adjudication,,,36502_2 = 37042_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36502_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),depth_fault vs good_form
3_pair_adjudication,,,37040_1 = 36552_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37040_1.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs depth_fault
3_pair_adjudication,,,50863_2 = 47587_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50863_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,50833_2 = 47080_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50833_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
3_pair_adjudication,,,50865_2 = 49943_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50865_2.mp4,,conflicting_pairs_sheet.csv: adjudicated_class (good_form / posture_fault / depth_fault / unusable),good_form vs posture_fault
