video,split,corpus_class,dataset_knees_forward_intervals_s,dataset_knees_inward_intervals_s,any_fault_interval,posture_v1_prob_fault,posture_v1_says_fault_at_0.525,rule_knees_forward,rule_peak_s,rule_peak_inside_labelled_interval,view,frames_dir,video_path
37915_1,train,depth_fault,"[[0.89, 1.79]]",[],yes,0.255,no,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37915_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37915_1.mp4
37927_1,train,posture_fault,"[[1.71, 7.01]]",[],yes,0.919,yes,NOT_OBSERVED,1.867,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37927_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37927_1.mp4
37935_2,train,depth_fault,"[[1.71, 2.73]]",[],yes,0.115,no,OBSERVED,1.667,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37935_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37935_2.mp4
37941_3,train,good_form,[],[],no,0.500,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37941_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37941_3.mp4
37958_1,train,posture_fault,"[[0.45, 3.93]]",[],yes,0.865,yes,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37958_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37958_1.mp4
37970_2,train,posture_fault,"[[3.89, 5.08]]",[],yes,0.870,yes,NOT_OBSERVED,2.667,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37970_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37970_2.mp4
37987_4,train,posture_fault,"[[0.88, 3.07]]","[[1.59, 2.81]]",yes,0.046,no,NOT_OBSERVED,3.067,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37987_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37987_4.mp4
38000_1,train,depth_fault,"[[1.65, 5.05]]",[],yes,0.670,yes,NOT_OBSERVED,2.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38000_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38000_1.mp4
38001_14,train,depth_fault,"[[0.87, 1.63]]",[],yes,0.398,no,NOT_OBSERVED,0.733,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38001_14,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38001_14.mp4
38008_1,train,depth_fault,"[[1.55, 3.02]]",[],yes,0.672,yes,UNCERTAIN,2.067,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38008_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38008_1.mp4
38023_1,train,depth_fault,[],[],no,0.093,no,UNCERTAIN,4.067,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38023_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38023_1.mp4
38029_1,train,good_form,[],[],no,0.442,no,NOT_OBSERVED,1.2,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38029_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38029_1.mp4
38032_1,train,depth_fault,"[[0.82, 1.63]]",[],yes,0.545,yes,OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38032_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38032_1.mp4
38035_1,train,posture_fault,"[[1.69, 2.95]]",[],yes,0.878,yes,OBSERVED,2.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38035_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38035_1.mp4
38045_1,train,depth_fault,"[[0.91, 3.15]]",[],yes,0.771,yes,OBSERVED,1.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38045_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38045_1.mp4
38060_7,train,depth_fault,"[[1.48, 2.69]]",[],yes,0.169,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38060_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38060_7.mp4
38061_1,train,posture_fault,"[[0.99, 2.53]]",[],yes,0.336,no,NOT_OBSERVED,2.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38061_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38061_1.mp4
45823_6,train,posture_fault,"[[0.65, 2.78]]",[],yes,0.095,no,NOT_OBSERVED,2.033,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45823_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45823_6.mp4
45844_1,train,good_form,[],[],no,0.278,no,NOT_OBSERVED,1.8,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45844_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45844_1.mp4
45944_1,train,posture_fault,"[[1.95, 3.2]]","[[2.77, 3.65]]",yes,0.702,yes,OBSERVED,2.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45944_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45944_1.mp4
45950_1,train,posture_fault,"[[2.44, 3.86], [4.04, 4.57]]",[],yes,0.648,yes,UNCERTAIN,2.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45950_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45950_1.mp4
45952_1,train,posture_fault,"[[0.78, 3.05]]",[],yes,0.644,yes,NOT_OBSERVED,2.367,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45952_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45952_1.mp4
45968_3,train,good_form,[],[],no,0.548,yes,NOT_OBSERVED,1.3,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45968_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45968_3.mp4
46001_4,train,posture_fault,"[[1.71, 2.4]]",[],yes,0.206,no,OBSERVED,1.5,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46001_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46001_4.mp4
46003_1,train,good_form,[],[],no,0.008,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46003_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46003_1.mp4
46007_3,train,posture_fault,"[[0.92, 3.37]]","[[1.64, 2.95]]",yes,0.876,yes,OBSERVED,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46007_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46007_3.mp4
46010_3,train,posture_fault,"[[2.17, 2.83]]",[],yes,0.826,yes,OBSERVED,1.4,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46010_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46010_3.mp4
46026_1,train,posture_fault,"[[2.4, 3.24]]",[],yes,0.313,no,NOT_OBSERVED,1.733,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46026_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46026_1.mp4
46035_1,train,posture_fault,"[[3.62, 6.24]]","[[4.45, 5.83]]",yes,0.872,yes,OBSERVED,3.933,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46035_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46035_1.mp4
46036_1,train,good_form,[],[],no,0.671,yes,UNCERTAIN,1.533,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46036_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46036_1.mp4
46051_1,train,posture_fault,"[[4.77, 6.29]]","[[4.14, 6.02]]",yes,0.843,yes,NOT_OBSERVED,3.5,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46051_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46051_1.mp4
46057_2,train,good_form,[],[],no,0.524,no,NOT_OBSERVED,1.533,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46057_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46057_2.mp4
46064_1,train,posture_fault,"[[5.61, 6.65]]","[[4.87, 6.33]]",yes,0.858,yes,OBSERVED,4.4,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46064_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46064_1.mp4
46067_1,train,posture_fault,"[[1.64, 2.63], [3.18, 4.16]]","[[2.33, 3.7]]",yes,0.794,yes,NOT_OBSERVED,1.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46067_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46067_1.mp4
46073_1,train,posture_fault,"[[3.51, 6.72]]",[],yes,0.753,yes,UNCERTAIN,4.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46073_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46073_1.mp4
46076_3,train,posture_fault,"[[1.65, 2.94]]",[],yes,0.615,yes,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46076_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46076_3.mp4
46081_1,train,posture_fault,"[[2.24, 3.55]]","[[1.72, 3.46]]",yes,0.634,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46081_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46081_1.mp4
46082_4,train,good_form,[],[],no,0.191,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46082_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46082_4.mp4
46085_2,train,good_form,[],[],no,0.059,no,UNCERTAIN,0.633,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46085_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46085_2.mp4
46091_6,train,good_form,[],[],no,0.160,no,NOT_OBSERVED,1.5,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46091_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46091_6.mp4
46100_3,train,posture_fault,"[[2.67, 3.97]]","[[2.25, 3.71]]",yes,0.845,yes,NOT_OBSERVED,1.467,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46100_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46100_3.mp4
46101_3,train,good_form,[],[],no,0.461,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46101_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46101_3.mp4
46125_10,train,good_form,[],[],no,0.046,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46125_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46125_10.mp4
46134_1,train,good_form,[],[],no,0.548,yes,NOT_OBSERVED,1.1,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46134_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46134_1.mp4
46146_4,train,good_form,[],[],no,0.177,no,OBSERVED,0.367,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46146_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46146_4.mp4
46159_1,train,posture_fault,"[[1.02, 3.25]]",[],yes,0.658,yes,OBSERVED,1.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46159_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46159_1.mp4
46160_1,train,posture_fault,"[[3.06, 3.97]]",[],yes,0.649,yes,NOT_OBSERVED,3.6,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46160_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46160_1.mp4
46167_1,train,posture_fault,"[[2.08, 3.36]]",[],yes,0.860,yes,NOT_OBSERVED,1.233,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46167_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46167_1.mp4
46174_1,train,good_form,[],[],no,0.929,yes,NOT_OBSERVED,3.1,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46174_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46174_1.mp4
46185_2,train,good_form,[],[],no,0.845,yes,OBSERVED,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46185_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46185_2.mp4
46186_4,train,posture_fault,"[[2.31, 5.2]]","[[1.73, 3.46]]",yes,0.929,yes,OBSERVED,1.3,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46186_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46186_4.mp4
46190_11,train,good_form,[],[],no,0.218,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46190_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46190_11.mp4
46205_1,train,good_form,[],[],no,0.675,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46205_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46205_1.mp4
46209_3,train,posture_fault,"[[2.78, 5.34]]","[[3.61, 4.82]]",yes,0.840,yes,NOT_OBSERVED,3.133,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46209_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46209_3.mp4
46216_1,train,posture_fault,"[[6.35, 8.38]]",[],yes,0.869,yes,UNCERTAIN,5.3,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46216_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46216_1.mp4
46217_1,train,posture_fault,"[[1.0, 4.56]]",[],yes,0.862,yes,NOT_OBSERVED,1.533,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46217_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46217_1.mp4
46220_7,train,posture_fault,"[[2.12, 3.56]]","[[1.7, 2.49]]",yes,0.954,yes,OBSERVED,1.033,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46220_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46220_7.mp4
46230_1,train,posture_fault,"[[0.85, 2.14]]",[],yes,0.697,yes,NOT_OBSERVED,1.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46230_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46230_1.mp4
46233_1,train,posture_fault,"[[2.82, 3.69]]",[],yes,0.639,yes,UNCERTAIN,2.167,no,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46233_1.mp4
46243_1,train,good_form,[],[],no,0.236,no,NOT_OBSERVED,1.167,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46243_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46243_1.mp4
46247_1,train,posture_fault,"[[5.51, 6.28]]",[],yes,0.823,yes,OBSERVED,4.267,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46247_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46247_1.mp4
46248_5,train,posture_fault,"[[0.92, 2.65]]",[],yes,0.520,no,UNCERTAIN,1.9,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46248_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46248_5.mp4
46252_1,train,posture_fault,"[[2.72, 4.06]]",[],yes,0.557,yes,NOT_OBSERVED,1.8,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46252_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46252_1.mp4
46264_2,train,good_form,[],[],no,0.407,no,OBSERVED,1.8,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46264_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46264_2.mp4
46278_1,train,posture_fault,"[[1.95, 3.14]]",[],yes,0.249,no,UNCERTAIN,2.533,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46278_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46278_1.mp4
46286_1,train,posture_fault,"[[2.78, 4.77]]",[],yes,0.792,yes,OBSERVED,3.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46286_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46286_1.mp4
46289_3,train,posture_fault,"[[2.48, 3.14]]",[],yes,0.406,no,NOT_OBSERVED,1.033,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46289_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46289_3.mp4
46302_3,train,good_form,[],[],no,0.253,no,NOT_OBSERVED,1.567,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46302_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46302_3.mp4
46307_6,train,good_form,[],[],no,0.445,no,OBSERVED,1.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46307_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46307_6.mp4
46308_1,train,posture_fault,"[[2.68, 3.53]]",[],yes,0.803,yes,NOT_OBSERVED,1.667,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46308_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46308_1.mp4
46316_6,train,posture_fault,"[[3.21, 4.45]]",[],yes,0.875,yes,OBSERVED,2.4,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46316_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46316_6.mp4
46327_1,train,posture_fault,"[[0.67, 3.78]]",[],yes,0.797,yes,OBSERVED,0.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46327_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46327_1.mp4
46332_3,train,posture_fault,"[[0.96, 2.6]]",[],yes,0.726,yes,NOT_OBSERVED,1.733,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46332_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46332_3.mp4
46334_2,train,posture_fault,"[[1.67, 4.17]]",[],yes,0.301,no,OBSERVED,3.333,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46334_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46334_2.mp4
46341_1,train,posture_fault,"[[2.68, 3.98]]","[[1.94, 3.26]]",yes,0.872,yes,UNCERTAIN,1.267,no,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46341_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46341_1.mp4
46367_1,train,posture_fault,"[[4.17, 7.15]]","[[3.16, 6.94]]",yes,0.782,yes,NOT_OBSERVED,2.567,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46367_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46367_1.mp4
46380_1,train,good_form,[],[],no,0.867,yes,NOT_OBSERVED,1.1,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46380_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46380_1.mp4
46382_2,train,posture_fault,"[[0.88, 3.2]]",[],yes,0.602,yes,OBSERVED,1.333,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46382_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46382_2.mp4
46385_1,train,good_form,[],[],no,0.846,yes,NOT_OBSERVED,3.633,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46385_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46385_1.mp4
46412_5,train,good_form,[],[],no,0.617,yes,OBSERVED,1.033,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46412_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46412_5.mp4
46413_4,train,posture_fault,"[[1.72, 3.78]]",[],yes,0.782,yes,OBSERVED,2.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46413_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46413_4.mp4
46417_1,train,posture_fault,"[[3.0, 4.29]]",[],yes,0.806,yes,UNCERTAIN,2.467,no,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46417_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46417_1.mp4
46435_1,train,posture_fault,"[[2.25, 3.27]]",[],yes,0.685,yes,NOT_OBSERVED,2.6,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46435_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46435_1.mp4
46438_1,train,posture_fault,"[[2.95, 3.65]]",[],yes,0.786,yes,NOT_OBSERVED,2.067,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46438_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46438_1.mp4
46445_1,train,good_form,[],[],no,0.336,no,OBSERVED,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46445_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46445_1.mp4
46482_2,train,good_form,[],[],no,0.190,no,UNCERTAIN,2.0,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46482_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46482_2.mp4
46499_2,train,good_form,[],[],no,0.026,no,NOT_OBSERVED,1.933,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46499_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46499_2.mp4
46504_3,train,posture_fault,"[[2.77, 4.13]]",[],yes,0.483,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46504_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46504_3.mp4
